message_id,response_id,article_id,empathy,distress,empathy_bin,distress_bin,essay,emotion,gender,education,race,age,income,personality_conscientiousness,personality_openess,personality_extraversion,personality_agreeableness,personality_stability,iri_perspective_taking,iri_personal_distress,iri_fantasy,iri_empathatic_concern,gold_empathy,gold_distress,gold_emotion,gold_empathy_bin,gold_distress_bin,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,help,office,dance,money,wedding,domestic_work,sleep,medical_emergency,cold,hate,cheerfulness,aggression,occupation,envy,anticipation,family,vacation,crime,attractive,masculine,prison,health,pride,dispute,nervousness,government,weakness,horror,swearing_terms,leisure,suffering,royalty,wealthy,tourism,furniture,school,magic,beach,journalism,morning,banking,social_media,exercise,night,kill,blue_collar_job,art,ridicule,play,computer,college,optimism,stealing,real_estate,home,divine,sexual,fear,irritability,superhero,business,driving,pet,childish,cooking,exasperation,religion,hipster,internet,surprise,reading,worship,leader,independence,movement,body,noise,eating,medieval,zest,confusion,water,sports,death,healing,legend,heroic,celebration,restaurant,violence,programming,dominant_heirarchical,military,neglect,swimming,exotic,love,hiking,communication,hearing,order,sympathy,hygiene,weather,anonymity,trust,ancient,deception,fabric,air_travel,fight,dominant_personality,music,vehicle,politeness,toy,farming,meeting,war,speaking,listen,urban,shopping,disgust,fire,tool,phone,gain,sound,injury,sailing,rage,science,work,appearance,valuable,warmth,youth,sadness,fun,emotional,joy,affection,traveling,fashion,ugliness,lust,shame,torment,economics,anger,politics,ship,clothing,car,strength,technology,breaking,shape_and_size,power,white_collar_job,animal,party,terrorism,smell,disappointment,poor,plant,pain,beauty,timidity,philosophy,negotiate,negative_emotion,cleaning,messaging,competing,law,friends,payment,achievement,alcohol,liquid,feminine,weapon,children,monster,ocean,giving,contentment,writing,rural,positive_emotion,musical
R_1E52pkDzk4NF6WW_1,R_1E52pkDzk4NF6WW,80,5.667,4.75,1,1," I feel that these Muslim areas are in dire need of help . I feel so very sad and alarmed for them , as I know the citizens are helpless and do not know who to turn to for help . It cannot be easy to live in an area where you never know if you will wake up to your village being raided , your women being raped and worry of your child being dragged into Military or political rebels groups . Many people in America do not realize how much freedom , safety and peace we have by living in this country , as we have never experienced the peril that people in these Muslim countries experience . I am sure many live in terror and fear of the unknown , of what could be , and actually the reality of their life . There are many poor villages and citizens , so they do not have options to find a way out of there .",sadness,2,2,1,40,85000,6,6,5.5,6,6,3.714,3.571,3.429,3.714,5.667,4.75,sadness,1,1,155,38.16,74.07,56.2,2.66,25.83,12.9,94.84,60,14.19,9.03,2.58,1.29,3.23,0,1.94,5.16,3.87,16.13,11.61,6.45,9.03,3.87,20,4.52,1.29,2.58,0,3.23,9.03,3.23,5.81,2.58,1.29,1.29,12.9,0,0,0.65,0,14.84,5.16,0.65,1.94,2.58,1.94,4.52,2.58,0,0,1.29,3.87,0.65,2.58,0.65,0,9.68,3.23,0,6.45,0,1.29,0,16.13,0.65,11.61,0.65,9.68,1.29,0.65,0,0,0.65,1.29,0,0,0,0,0,0,0,8.39,3.87,4.52,0,0,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,1.315789474,0,0,0.6578947368,0,0,0,0.6578947368,0,0,0,0,0,0,0,0,3.289473684,0,1.315789474,1.315789474,0,0,1.315789474,0,0,0,0,0,0,0,0,0.6578947368,0,0,0,0,0.6578947368,0,0,0,0.6578947368,0,0,0,0,0,1.973684211,0.6578947368,0,1.315789474,0,0,0.6578947368,0,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0.6578947368,1.315789474,0,0,0,0,0.6578947368,0,0,0.6578947368,0,0,0.6578947368,0,0,1.315789474,0,0,0,0.6578947368,0,0,1.973684211,0,0,0,0,0,0,0,0.6578947368,0,0,0,0,0,0,0,0,0,0,0.6578947368,0,0,0.6578947368,0,0,0,0,0.6578947368,0,0,0,0.6578947368,0,0,0,0.6578947368,0,0,0,0,0,0.6578947368,1.973684211,0,0.6578947368,0,0,0.6578947368,0,0,0,3.289473684,1.315789474,0,0.6578947368,0,0,0,0,0,0,0,0.6578947368,0,0,0,0,0,0,0.6578947368,0.6578947368,0,1.973684211,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,0.6578947368,0,0,0.6578947368,1.315789474,0,1.973684211,0.6578947368,0
R_1E52pkDzk4NF6WW_2,R_1E52pkDzk4NF6WW,154,4.833,4.875,1,1," Venezuela and many of it is sister countries are going through a crisis . Due to drops in oil prices , and the loss of income the country has received from this drop , the citizens are the ones that are paying for it . They are hungry , there is issues with people not having enough food and starving . Their political powers are corrupt and cannot be counted on for help . There is fighting , rebels and rampant crime . My heart breaks for this people , as they do not have anyone to turn to for help . They feel powerless , hungry and scared .",sadness,2,2,1,40,85000,6,6,5.5,6,6,3.714,3.571,3.429,3.714,4.833,4.875,sadness,1,1,97,59.66,73.19,17.8,1,13.86,13.4,89.69,56.7,11.34,5.15,1.03,0,0,0,4.12,6.19,5.15,15.46,14.43,2.06,7.22,3.09,18.56,3.09,1.03,0,0,1.03,5.15,0,5.15,1.03,2.06,1.03,13.4,1.03,0,1.03,0,6.19,2.06,0,0,1.03,0,3.09,2.06,0,0,1.03,5.15,1.03,0,0,4.12,9.28,3.09,2.06,6.19,0,2.06,0,15.46,1.03,9.28,4.12,4.12,2.06,3.09,0,0,3.09,0,0,0,0,0,0,0,0,13.4,7.22,6.19,0,0,0,0,0,0,0,0,0,2.105263158,0,0,2.105263158,0,0,0,0,1.052631579,0,0,0,0,0,0,1.052631579,0,2.105263158,0,0,0,0,0,0,2.105263158,0,2.105263158,0,0,0,2.105263158,0,1.052631579,0,0,0,0,0,0,0,2.105263158,0,0,0,0,0,0,0,0,0,0,0,1.052631579,0,1.052631579,0,0,1.052631579,0,0,1.052631579,0,0,0,1.052631579,0,0,0,0,0,0,0,0,0,1.052631579,1.052631579,0,3.157894737,0,0,0,0,0,1.052631579,0,0,0,0,1.052631579,2.105263158,0,0,0,0,0,0,1.052631579,0,0,0,0,1.052631579,0,0,0,0,0,1.052631579,0,0,1.052631579,0,0,0,0,0,0,0,1.052631579,0,0,0,1.052631579,0,1.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052631579,0,0,0,0,0,0,0,0,1.052631579,0,1.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105263158,0,3.157894737,0,0,0,0,2.105263158,0,0,0,1.052631579,1.052631579,2.105263158,0,0,1.052631579,0,1.052631579,1.052631579,0,0,0,1.052631579,0,0,0,0
R_1E52pkDzk4NF6WW_3,R_1E52pkDzk4NF6WW,216,2.667,2.625,0,0," I do not necessarily agree with this stance , as I feel Trump can help our country move forth and improve economically . While Trump was not my ideal President , he was the much better choice over Clinton . So , in my opinion , he was the better candidate . I feel like Drama was a joke as a President , and what did he really do during his 8 years of Presidency that he will be remembered for ? ObamaCare ? That is not a positive in my opinion . So , I cannot say that I really think Moore and I are on the same page , and we have a difference of opinions .",anger,2,2,1,40,85000,6,6,5.5,6,6,3.714,3.571,3.429,3.714,2.667,2.625,anger,0,0,105,22.71,19.58,62.17,99,15,15.24,89.52,62.86,20,15.24,8.57,1.9,0,4.76,0,4.76,6.67,11.43,13.33,3.81,8.57,3.81,18.1,6.67,6.67,0.95,0.95,0.95,6.67,6.67,0,0,0,0,8.57,0,0,0,4.76,16.19,4.76,0,0.95,1.9,1.9,6.67,2.86,0,0.95,1.9,0,0,0,0,0,11.43,2.86,3.81,4.76,2.86,0,5.71,12.38,0.95,8.57,0.95,4.76,2.86,3.81,1.9,0,0.95,0,0,0.95,0,0,0.95,0,0,13.33,4.76,6.67,0,0,1.9,0,0,0,0,0,0,0.9803921569,0,0,0,0.9803921569,0,0,0,1.960784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.960784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9803921569,0,0,0,2.941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9803921569,0,0.9803921569,0,0.9803921569,0.9803921569,0.9803921569,1.960784314,0,0,0,0,0,0,0,0,1.960784314,0,0,0,0,1.960784314,0,0,0,0,0,0,1.960784314,0,2.941176471,0,0,0,0,0,0,0.9803921569,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9803921569,0,0,0,0.9803921569,0,0,0,1.960784314,0,0,0,0.9803921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.960784314,0,0,0,0,0,0,0,0.9803921569,0,0,0,0,0,0,0,0,0,0,0,0.9803921569,1.960784314,0.9803921569,0,1.960784314,0
R_1E52pkDzk4NF6WW_4,R_1E52pkDzk4NF6WW,283,5,3.875,1,0," As a woman myself , I really sympathize with these women . While I find it very difficult to imagine what they go through as a woman , I can get some vague idea . I would hate to think that I had to have a male escort when I left my home . They are not treated as equals , and often men do not even consider them equal as their family pet ! & lt ; Many of the women can be abused , physically and sexually , and they are considered to be the problem , not the abuser ! I hope they are able to win by the petition , and will be able to have a bit more freedom !",sadness,2,2,1,40,85000,6,6,5.5,6,6,3.714,3.571,3.429,3.714,5,3.875,sadness,1,0,110,34.94,42.78,37.51,5.95,18.33,10.91,96.36,61.82,17.27,13.64,8.18,0,0,0,5.45,3.64,7.27,12.73,12.73,4.55,9.09,2.73,19.09,8.18,6.36,1.82,0,5.45,7.27,2.73,4.55,0,2.73,0,12.73,0.91,0.91,3.64,1.82,14.55,5.45,0,2.73,3.64,0,3.64,0,0,0,0,1.82,0,0.91,0.91,0,7.27,1.82,2.73,0.91,1.82,1.82,1.82,16.36,1.82,4.55,0.91,0.91,2.73,0,0.91,2.73,0,0,0,0,0,0,0,0,0,13.64,2.73,6.36,0,0.91,0,2.73,0,0,0,0,0.91,0.9259259259,0,0,0,0.9259259259,1.851851852,0,0,0,0.9259259259,0,0,0,0.9259259259,0,1.851851852,0,0,0,0.9259259259,0.9259259259,0,0,0.9259259259,0,0.9259259259,0,0,0,0.9259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9259259259,0,0,0.9259259259,0.9259259259,0,1.851851852,0.9259259259,0.9259259259,0,0,0,0,0,0.9259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9259259259,0,0,0,0.9259259259,0,0,0,0,0,0,0,0,0,0,0.9259259259,0,0,0.9259259259,0,0,0,0,0,0,0,0,0.9259259259,0,0,0,0,0.9259259259,0,0,0,0,0,0,0,0,0,0,0,0.9259259259,0,0,0,0,0,0,1.851851852,0,0,0,0.9259259259,0.9259259259,0,0,0.9259259259,0.9259259259,0,0,0,0,0.9259259259,0,0,0,0,0,0,0,0,0,0,0,0,0.9259259259,0.9259259259,0,0,0,0,0,0,0,0,0,0,0.9259259259,0,0,0.9259259259,0.9259259259,0,0,0.9259259259,0,0,1.851851852,0,2.777777778,0,0,0,0,0,0,3.703703704,0
R_1E52pkDzk4NF6WW_5,R_1E52pkDzk4NF6WW,371,4.833,5.375,1,1," As we all know , there has been much media on police brutality . There are many police officers that believe they are above the law , and the common citizens does not have any rights when they are interacting with them . Unfortunately , it is very sad to say , that even if a citizen is innocent , if they do not cooperate to the fullest , the police can physically harm them , even possibly lead to being shot and killed . This is very scary ! So , while I do not believe all officers are like this , one is too many !",sadness,2,2,1,40,85000,6,6,5.5,6,6,3.714,3.571,3.429,3.714,4.833,5.375,sadness,1,1,94,12.24,58.41,15.43,1,18.8,14.89,96.81,61.7,12.77,7.45,1.06,1.06,0,0,5.32,5.32,5.32,8.51,17.02,9.57,8.51,3.19,20.21,5.32,3.19,1.06,1.06,6.38,7.45,1.06,6.38,1.06,2.13,1.06,10.64,0,0,0,0,13.83,3.19,1.06,2.13,4.26,2.13,5.32,1.06,0,1.06,0,1.06,0,1.06,0,0,11.7,3.19,1.06,8.51,0,0,1.06,19.15,0,7.45,1.06,3.19,2.13,5.32,0,0,0,0,1.06,0,0,0,0,0,0,14.89,3.19,9.57,0,0,0,2.13,0,0,0,0,0,1.111111111,0,0,0,0,0,0,0,0,0,0,1.111111111,0,0,0,0,0,3.333333333,0,0,0,0,0,1.111111111,0,1.111111111,0,1.111111111,0,0,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111111111,0,0,2.222222222,0,0,0,0,0,0,0,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111111111,0,0,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222222222,0,0,1.111111111,0,0,0,0,0,0,0,1.111111111,1.111111111,0,0,0,0,0,0,0,0,0,0,0,1.111111111,0,0,0,0,0,0,1.111111111,0,1.111111111,0,0,0,0,0,0,1.111111111,1.111111111,0,0,1.111111111,0,0,0,0,0,0,0,1.111111111,1.111111111,0,0,0,0,0,0,0,0,0,1.111111111,0,0,3.333333333,0,0,0,1.111111111,0,0,0,1.111111111,0,0,1.111111111,1.111111111,0,0,0,0,0,0,0,0
R_1KxO6Ao7Nq2txfD_1,R_1KxO6Ao7Nq2txfD,12,4.167,3.25,1,0,There was a terrible bus crash near the town where I grew up . It looks like a black sedan hit the bus and people were hurt . Apparently the injured people were taken to a nearby hospital where I used to work . No word was released on the condition of the individuals but I sure hope it was no one we know or that no one is seriously hurt . Please say a prayer for all involved and be grateful that no lives were lost .,sadness,2,6,1,46,100000,5.5,5,5,6,6,3,1.857,3.143,3,4.167,3.25,sadness,1,0,83,67.85,40.48,13.77,10.54,16.6,12.05,90.36,55.42,9.64,4.82,3.61,1.2,0,0,0,4.82,10.84,9.64,9.64,6.02,4.82,4.82,21.69,1.2,1.2,2.41,2.41,1.2,10.84,4.82,6.02,0,0,3.61,7.23,0,0,0,0,9.64,1.2,1.2,1.2,3.61,2.41,2.41,6.02,2.41,1.2,2.41,3.61,1.2,3.61,0,0,6.02,1.2,2.41,1.2,1.2,0,12.05,9.64,2.41,8.43,1.2,7.23,0,1.2,0,0,0,1.2,0,0,0,0,0,0,0,6.02,6.02,0,0,0,0,0,0,0,0,0,0,1.204819277,0,0,0,0,0,0,3.614457831,0,2.409638554,0,0,0,0,0,0,0,0,0,0,0,2.409638554,0,0,0,0,3.614457831,0,0,0,4.819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204819277,1.204819277,1.204819277,0,1.204819277,0,0,0,0,1.204819277,3.614457831,0,0,0,0,1.204819277,0,0,0,0,1.204819277,0,0,1.204819277,0,1.204819277,0,0,0,0,0,0,0,2.409638554,0,0,0,0,3.614457831,0,0,0,0,0,0,0,0,1.204819277,0,0,0,0,0,0,0,0,0,0,1.204819277,0,0,0,4.819277108,1.204819277,0,0,0,0,3.614457831,0,0,1.204819277,0,0,0,0,0,0,3.614457831,0,0,0,1.204819277,0,0,0,0,0,0,2.409638554,0,1.204819277,2.409638554,0,0,0,2.409638554,0,0,0,0,0,0,1.204819277,0,0,3.614457831,0,0,0,0,0,0,0,0,0,0,4.819277108,0,0,0,0,6.024096386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204819277,0,1.204819277,0
R_1KxO6Ao7Nq2txfD_2,R_1KxO6Ao7Nq2txfD,111,1,5.375,0,1,I am so bothered and upset about the elementary school teacher that was charged with child pornography . I cannot believe a trusted individual would commit such a heinous crime involving children ! This infuriates me to my core that someone could hurt innocent children this way ! Does this make you just as mad ? I really feel for those parents of the children involved and hope that it does not do permanent damage to all those sweet babies !,anger,2,6,1,46,100000,5.5,5,5,6,6,3,1.857,3.143,3,1,5.375,anger,0,1,76,22.39,65.36,6.36,9.56,15.2,25,93.42,55.26,21.05,7.89,6.58,0,1.32,0,0,13.16,5.26,9.21,10.53,6.58,5.26,2.63,17.11,6.58,1.32,0,0,1.32,11.84,5.26,6.58,1.32,2.63,1.32,15.79,2.63,0,0,0,15.79,2.63,1.32,3.95,2.63,2.63,3.95,3.95,0,0,2.63,2.63,0,0,1.32,1.32,9.21,1.32,0,6.58,0,1.32,2.63,13.16,1.32,2.63,0,1.32,1.32,3.95,0,0,0,0,0,0,0,0,0,0,0,6.58,1.32,0,0,0,1.32,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,1.315789474,0,0,0,0,0,2.631578947,0,3.947368421,0,0,0,0,0,0,1.315789474,0,1.315789474,0,1.315789474,0,1.315789474,0,0,0,0,3.947368421,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0,2.631578947,1.315789474,3.947368421,0,0,1.315789474,1.315789474,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,1.315789474,0,1.315789474,1.315789474,0,1.315789474,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,1.315789474,0,1.315789474,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631578947,0,0,1.315789474,2.631578947,0,0,0,1.315789474,0,0,3.947368421,0,1.315789474,0,0,0,0,2.631578947,0,0,0,0,0,0,0,0,0,2.631578947,0,0,0,0,0,0,0,0,0,0,2.631578947,0,2.631578947,0,0,3.947368421,0,0,0,0,0,0,0,0,0,0,0,2.631578947,0,0,0,1.315789474,0,0,1.315789474,0
R_1KxO6Ao7Nq2txfD_3,R_1KxO6Ao7Nq2txfD,251,1,1,0,0,I do not know much about cricket but apparently in England it is a very big deal ! This one town's team is under the gun to win the championship and needs only 33 more points to pull it off . Can you imagine the pressure of the coach and players ??? That must be some fierce competition over there . I wonder if they have as big of a fan base as most of our sports do here in the states ?,surprise,2,6,1,46,100000,5.5,5,5,6,6,3,1.857,3.143,3,1,1,surprise,0,0,78,71.92,50,23.51,49.64,15.6,10.26,85.9,60.26,11.54,6.41,2.56,1.28,1.28,0,1.28,5.13,8.97,16.67,10.26,7.69,7.69,1.28,14.1,7.69,5.13,0,2.56,5.13,3.85,2.56,1.28,1.28,0,0,5.13,0,0,0,0,14.1,3.85,0,3.85,6.41,1.28,3.85,0,0,0,0,0,0,0,0,0,12.82,2.56,5.13,10.26,1.28,0,0,12.82,0,10.26,1.28,8.97,0,3.85,5.13,0,0,0,0,0,0,0,0,0,0,10.26,2.56,0,0,0,5.13,1.28,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,1.315789474,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,3.947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0,0,0,0,1.315789474,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0,0,2.631578947,0,0,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,3.947368421,0,0,0,3.947368421,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0
R_1KxO6Ao7Nq2txfD_4,R_1KxO6Ao7Nq2txfD,257,3.5,3.125,0,0,Ugh have you seen what is going on in New Delhi ? The air pollution over there is horrible and so many people are getting seriously sick ! They are calling the city a gas chamber because the air quality is so bad . I am so glad we do not have to deal with that around here but I really feel for all of the children who are being affected by all of this . I cannot imagine how helpless parents feel when there is nothing they can do to help their kids .,sadness,2,6,1,46,100000,5.5,5,5,6,6,3,1.857,3.143,3,3.5,3.125,sadness,0,0,90,13.07,67.16,58.07,1,18,15.56,93.33,64.44,13.33,8.89,3.33,1.11,1.11,0,3.33,4.44,5.56,12.22,16.67,12.22,8.89,3.33,22.22,4.44,0,4.44,0,3.33,7.78,1.11,6.67,1.11,0,1.11,13.33,1.11,0,0,0,14.44,3.33,3.33,0,0,3.33,4.44,3.33,1.11,0,2.22,1.11,0,1.11,0,0,8.89,3.33,0,4.44,1.11,1.11,2.22,17.78,1.11,11.11,1.11,7.78,2.22,0,0,0,0,0,0,1.11,0,0,0,1.11,0,5.56,3.33,0,0,0,1.11,1.11,0,0,0,0,0,1.162790698,0,0,0,0,0,0,1.162790698,4.651162791,3.488372093,0,0,0,0,0,1.162790698,0,0,0,0,1.162790698,1.162790698,0,0,2.325581395,0,1.162790698,0,1.162790698,0,1.162790698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162790698,0,0,0,0,0,0,0,0,1.162790698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.325581395,0,0,1.162790698,0,0,0,0,0,1.162790698,0,0,0,0,3.488372093,0,0,0,0,0,0,2.325581395,0,0,0,0,0,0,2.325581395,0,1.162790698,0,0,0,0,0,0,0,0,0,1.162790698,0,0,0,1.162790698,0,0,0,0,0,0,1.162790698,0,0,0,0,0,0,0,0,1.162790698,2.325581395,0,0,0,1.162790698,0,0,0,0,1.162790698,0,3.488372093,1.162790698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.651162791,0,0,0,0,3.488372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.325581395,0,0,1.162790698,0
R_1KxO6Ao7Nq2txfD_5,R_1KxO6Ao7Nq2txfD,367,2.167,3.125,0,0,All the unrest in the Middle East has me really concerned with my son being deployed over there . there is so much going on in Saudi Arabia and neighboring countries and I am so worried he will end up right in the middle of it all . Please say a prayer that he is safe over there and that nothing bad happens while he is there !,fear,2,6,1,46,100000,5.5,5,5,6,6,3,1.857,3.143,3,2.167,3.125,fear,0,0,65,35.49,56.11,80.47,25.77,21.67,10.77,93.85,63.08,13.85,9.23,4.62,0,0,4.62,0,4.62,6.15,13.85,10.77,10.77,9.23,1.54,15.38,6.15,3.08,0,0,4.62,7.69,3.08,3.08,1.54,0,0,9.23,1.54,1.54,0,6.15,6.15,0,0,0,0,4.62,1.54,1.54,0,1.54,0,0,0,0,0,0,9.23,1.54,0,4.62,0,3.08,0,10.77,4.62,24.62,1.54,20,3.08,0,0,1.54,0,1.54,0,0,0,0,0,0,0,4.62,3.08,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,1.587301587,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,1.587301587,0,0,0,1.587301587,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,3.174603175,0,0,1.587301587,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,1.587301587,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,1.587301587,0,1.587301587,0,0,3.174603175,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0
R_2cp9tFelooSvFO2_1,R_2cp9tFelooSvFO2,46,1,1,0,0," Now . So ... I sure as fuck do not have that much to say about that stupid article / news story . But , I guess that I will try to think of something . it is also not at all something that I would share or want to share with anyone that I know . it is not relevant to me or the people that I know and care about . it is not something that I would just choose to read either . Ok . Have you seen this article about the dad that killed his daughter's molester ? Apparently she was molested when she was young , the guy went to jail for a year and a half and was let out . Many years later , the dad went and shot the guy . that is pretty much it . I do not know why I am sending this to you , but what do you think ? I think that it was boring and I was not interested in it at all .",anger,5,6,1,32,8000,6.5,7,1.5,6,5.5,4.286,1.143,3.286,1.286,1,1,anger,0,0,160,8.69,28.68,63.85,36.79,11.43,7.5,96.88,66.88,25.62,11.25,7.5,0,1.88,1.88,0,14.38,4.38,11.25,11.88,6.25,8.12,3.75,22.5,4.38,1.88,1.88,0.62,3.75,8.12,4.38,3.75,0,1.88,0,11.25,1.88,1.25,1.88,3.12,20.62,4.38,0.62,1.88,6.25,1.88,6.88,1.25,0.62,0.62,0,0.62,0,0,0.62,0,1.88,1.25,0.62,0,0,0,5,15.62,0.62,8.12,1.88,2.5,3.75,0.62,0,0,0,0,0.62,1.25,0.62,0,0.62,0,0,13.75,8.75,2.5,0,0,1.25,0,0,0,0.62,0,0.62,0,0,0,0,0,0,0.6578947368,0,0,0,0,0,0,0,0,1.315789474,0,0,0.6578947368,1.315789474,0.6578947368,0,0,0,0,0,0,0,0.6578947368,0,0,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0.6578947368,0,0,0,0,0.6578947368,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0,1.315789474,0,0,0,0,0,0,0,0,0,0.6578947368,0,0,0,0.6578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6578947368,0,0,0,0,0,0,0.6578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6578947368,0,0,1.315789474,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631578947,0,0,0,0,0,0,0,0.6578947368,0,0.6578947368,0.6578947368,2.631578947,0,0,0,0,1.973684211,0,0.6578947368,0
